mean_1,mean_2,mean_5,sum_means,sum_bin
0.4692680899768591,0.40946056382693163,1.517063656781916,2.3957923105857066,"(0.239, 7.057]"
3.010121430917521,1.561339692303473,1.4183094814786363,5.98977060469963,"(0.239, 7.057]"
1.3167456935454493,4.126283588564117,11.835862371081546,17.278891653191113,"(13.841, 20.626]"
0.9129425537759532,2.6352155582609473,1.4353859428180331,4.983544054854933,"(0.239, 7.057]"
0.16962487046234628,3.2855876521475147,1.5869258782709739,5.042138400880835,"(0.239, 7.057]"
0.16959629191460518,2.1504754303408053,7.123061267985805,9.443132990241216,"(7.057, 13.841]"
0.059838768608680676,2.3571076722830644,2.9868204943252854,5.40376693521703,"(0.239, 7.057]"
2.0112308644799395,3.783543976100559,7.496431991292298,13.291206831872795,"(7.057, 13.841]"
0.9190821536272645,0.5744790310802402,0.3380021938096258,1.8315633785171306,"(0.239, 7.057]"
1.2312500617045903,1.3444353323424827,3.342967460518684,5.918652854565757,"(0.239, 7.057]"
0.020799307999138622,0.5000262582122447,0.17095762468974915,0.6917831909011325,"(0.239, 7.057]"
3.503557475158312,8.791116834810659,0.3235097575531596,12.61818406752213,"(7.057, 13.841]"
1.786429543354675,5.766927574640829,11.845625590727419,19.398982708722922,"(13.841, 20.626]"
0.238687625248947,0.08045020241075818,0.7497289952322251,1.0688668228919302,"(0.239, 7.057]"
0.20067898874966336,2.445463126391458,3.8009314053110494,6.447073520452171,"(0.239, 7.057]"
0.20261142283225705,5.187167114950511,2.647457109592807,8.037235647375574,"(7.057, 13.841]"
0.3627537294604771,0.3983056507757,2.133520277972683,2.89457965820886,"(0.239, 7.057]"
0.7439278308608545,1.6784058352918045,11.504599685044134,13.926933351196793,"(13.841, 20.626]"
0.5655370667803367,4.94173052825106,0.11032524677500764,5.617592841806405,"(0.239, 7.057]"
0.3442229925539415,0.06907104708842363,5.450091904163448,5.863385943805813,"(0.239, 7.057]"
0.9463708738997987,2.3908209137857708,16.537774897341833,19.874966685027402,"(13.841, 20.626]"
0.15023452872733867,0.7057899294904256,4.10681430140426,4.962838759622024,"(0.239, 7.057]"
0.34551551200240227,5.164497342711352,13.809032264595595,19.31904511930935,"(13.841, 20.626]"
0.45627721822084705,7.084939845244507,0.2683641914791203,7.809581254944474,"(7.057, 13.841]"
0.608934687859775,5.774347362481949,2.7132442614864805,9.096526311828205,"(7.057, 13.841]"
1.537936011030912,1.2857228103969165,1.5065917327534437,4.330250554181272,"(0.239, 7.057]"
0.2227358621286903,3.9616214134707164,6.561892815365702,10.746250090965109,"(7.057, 13.841]"
0.7220291550331277,3.7228545465981577,19.89538089420841,24.3402645958397,"(20.626, 27.41]"
0.8975047213097606,0.7686810430390687,1.482134737918257,3.148320502267086,"(0.239, 7.057]"
0.047563849756408545,3.5311950827893064,5.309106299150158,8.887865231695873,"(7.057, 13.841]"
0.9353330206496101,0.07541959053781945,1.1038420756713982,2.114594686858828,"(0.239, 7.057]"
0.18696125197741642,1.8140172805756138,4.165843710739791,6.166822243292821,"(0.239, 7.057]"
0.06726393087930424,0.5227524823945714,3.1174758408616094,3.7074922541354853,"(0.239, 7.057]"
2.973687793506931,0.2569555349432881,17.878705654540575,21.109348982990795,"(20.626, 27.41]"
3.3706303424611725,0.1601506866087655,4.689197140188667,8.219978169258605,"(7.057, 13.841]"
